SKU_Coded,Predicted_Date,Actual_Sold_Date,Qty_Sold,Predicted_Qty_Sold,Unit_Price,On_Promo
6200700,2022-09-06,2022-09-06,27.0,6.707302915857099,9.99,0.0
6200700,2022-09-07,2022-09-07,34.0,3.3124495805568728,9.99,0.0
6200700,2022-09-08,2022-09-08,38.0,38.37165757069358,9.99,0.0
6200700,2022-09-09,2022-09-09,90.0,82.09422840269728,9.99,0.0
6200700,2022-09-10,2022-09-10,52.0,43.642505221834384,9.99,0.0
6200700,2022-09-11,2022-09-11,37.0,12.246827843562457,9.99,0.0
6200700,2022-09-12,2022-09-12,37.0,8.626925558364803,9.99,0.0
6200700,2022-09-13,2022-09-13,45.0,4.312218142232965,9.99,0.0
6200700,2022-09-14,2022-09-14,55.0,2.353882756053366,7.5,0.0
6200700,2022-09-15,2022-09-15,62.0,38.92813206290404,9.99,0.0
6200700,2022-09-16,2022-09-16,107.0,84.22395281646564,9.99,0.0
6200700,2022-09-17,2022-09-17,76.0,47.381883208414244,9.99,0.0
6200700,2022-09-18,2022-09-18,55.0,17.60941077383186,9.99,0.0
6200700,2022-09-19,2022-09-19,43.0,15.602837353269408,9.99,0.0
6200700,2022-09-20,2022-09-20,35.0,12.868069335854997,9.99,0.0
6200700,2022-09-21,2022-09-21,33.0,12.4331780742787,9.99,0.0
6200700,2022-09-22,2022-09-22,43.0,50.452162900038076,9.99,0.0
6200700,2022-09-23,2022-09-23,69.0,97.09315332112976,9.99,0.0
6200700,2022-09-24,2022-09-24,40.0,61.4776166218365,9.99,0.0
6200700,2022-09-25,2022-09-25,21.0,32.79614151697527,9.99,0.0
6200700,2022-09-26,2022-09-26,19.0,31.73063454352512,9.99,0.0
6200700,2022-09-27,2022-09-27,30.0,29.775379058232943,9.99,0.0
6200700,2022-09-28,2022-09-28,43.0,29.94979522094092,9.99,0.0
6200700,2022-09-29,2022-09-29,47.0,68.40232882052526,9.99,0.0
6200700,2022-09-30,2022-09-30,57.0,115.298703043293,9.99,0.0
6200700,2022-10-01,2022-10-01,46.0,79.76109907239298,9.99,0.0
6200700,2022-10-02,2022-10-02,24.0,50.983837983052155,9.99,0.0
6200700,2022-10-03,2022-10-03,23.0,49.65540451483752,9.99,0.0
6200700,2022-10-04,2022-10-04,36.0,47.27926844036702,9.99,0.0
6200700,2022-10-05,2022-10-05,32.0,46.88634953547584,9.99,0.0
6200700,2022-10-06,2022-10-06,55.0,84.63856313430497,9.99,0.0
6200700,2022-10-07,2022-10-07,104.0,130.71669095831618,9.99,0.0
6200700,2022-10-08,2022-10-08,76.0,94.25915412772909,9.99,0.0
6200700,2022-10-09,2022-10-09,57.0,64.47727311939626,9.99,0.0
6200700,2022-10-10,2022-10-10,68.0,62.07686728324128,9.99,0.0
6200700,2022-10-11,2022-10-11,66.0,58.57866174961721,9.99,0.0
6200700,2022-10-12,2022-10-12,60.0,57.030359328309316,9.99,0.0
6200700,2022-10-13,2022-10-13,80.0,93.60982519336082,9.99,0.0
6200700,2022-10-14,2022-10-14,124.0,138.51263850733304,9.99,0.0
6200700,2022-10-15,2022-10-15,100.0,100.89059645631028,9.99,0.0
6200700,2022-10-16,2022-10-16,53.0,69.9667616823943,9.99,0.0
6200700,2022-10-17,2022-10-17,63.0,66.45691063090624,9.99,0.0
6200700,2022-10-18,2022-10-18,58.0,61.88985337030418,9.99,0.0
6200700,2022-10-19,2022-10-19,60.0,59.31948322360289,9.99,0.0
6200700,2022-10-20,2022-10-20,95.0,94.92800269976169,9.99,0.0
6200700,2022-10-21,2022-10-21,140.0,138.91357659475165,9.99,0.0
6200700,2022-10-22,2022-10-22,84.0,100.42899258617372,9.99,0.0
6200700,2022-10-23,2022-10-23,69.0,68.69691346985029,9.99,0.0
6200700,2022-10-24,2022-10-24,60.0,64.4315702529907,9.99,0.0
6200700,2022-10-25,2022-10-25,34.0,59.15935716260111,9.99,0.0
6200700,2022-10-26,2022-10-26,61.0,55.93117651736995,9.99,0.0
6200700,2022-10-27,2022-10-27,70.0,90.92596899842303,9.99,0.0
6200700,2022-10-28,2022-10-28,120.0,134.33866902909813,9.99,0.0
6200700,2022-10-29,2022-10-29,82.0,95.31915456159338,9.99,0.0
6200700,2022-10-30,2022-10-30,44.0,63.08776489618042,9.99,0.0
6200700,2022-10-31,2022-10-31,64.0,58.35722603553917,9.99,0.0
6200700,2022-11-01,2022-11-01,50.0,52.65343606606265,9.99,0.0
6200700,2022-11-02,2022-11-02,53.0,49.02795134546438,9.99,0.0
6200700,2022-11-03,2022-11-03,85.0,83.66160350451992,9.99,0.0
6200700,2022-11-04,2022-11-04,151.0,126.75248325530319,9.99,0.0
6200700,2022-11-05,2022-11-05,85.0,87.45485852988116,9.99,0.0
6200700,2022-11-06,2022-11-06,57.0,54.99460079945466,9.99,0.0
6200700,2022-11-07,2022-11-07,69.0,50.09096130805786,9.99,0.0
6200700,2022-11-08,2022-11-08,60.0,44.27715388935057,9.99,0.0
6200700,2022-11-09,2022-11-09,61.0,40.61259114575094,9.99,0.0
6200700,2022-11-10,2022-11-10,68.0,75.28621164959961,9.99,0.0
6200700,2022-11-11,2022-11-11,101.0,118.50414322927529,9.99,0.0
6200700,2022-11-12,2022-11-12,53.0,79.42828008591823,9.99,0.0
6200700,2022-11-13,2022-11-13,44.0,47.291358649252665,9.99,0.0
6200700,2022-11-14,2022-11-14,38.0,42.81838547420873,9.99,0.0
6200700,2022-11-15,2022-11-15,52.0,37.546885557712955,9.99,0.0
6200700,2022-11-16,2022-11-16,48.0,34.53882936378899,9.99,0.0
6200700,2022-11-17,2022-11-17,51.0,69.98368715268839,9.492,0.0
6200700,2022-11-18,2022-11-18,75.0,114.08586571276732,9.99,0.0
6200700,2022-11-19,2022-11-19,63.0,76.00311404956993,9.99,0.0
6200700,2022-11-20,2022-11-20,44.0,44.961490246995304,9.99,0.0
6200700,2022-11-21,2022-11-21,39.0,41.67674836881509,9.99,0.0
6200700,2022-11-22,2022-11-22,42.0,37.67461741222005,9.99,0.0
6200700,2022-11-24,2022-11-24,195.0,72.83436409267294,9.99,0.0
6200700,2022-11-25,2022-11-25,119.0,118.3551043840591,9.99,0.0
6200700,2022-11-26,2022-11-26,60.0,81.702581376155,9.99,0.0
6200700,2022-11-27,2022-11-27,43.0,52.08129736359744,9.99,0.0
6200700,2022-11-28,2022-11-28,32.0,50.18453538090069,9.99,0.0
6200700,2022-11-29,2022-11-29,39.0,47.515097758139454,9.99,0.0
6200700,2022-11-30,2022-11-30,50.0,47.09782491430731,9.99,0.0
6200700,2022-12-01,2022-12-01,33.0,85.0833300333169,9.99,0.0
6200700,2022-12-02,2022-12-02,98.0,131.63618899447988,9.99,0.0
6200700,2022-12-03,2022-12-03,69.0,95.87415407046397,9.99,0.0
6200700,2022-12-04,2022-12-04,28.0,66.9839634652746,9.99,0.0
6200700,2022-12-05,2022-12-05,41.0,65.64358466858859,9.99,0.0
6200700,2022-12-06,2022-12-06,33.0,63.34334126035287,9.99,0.0
6200700,2022-12-07,2022-12-07,49.0,63.098761092408196,9.99,0.0
6200700,2022-12-08,2022-12-08,92.0,101.05457222479308,9.99,0.0
6200700,2022-12-09,2022-12-09,134.0,147.37307849763732,9.99,0.0
6200700,2022-12-10,2022-12-10,98.0,111.17347768023565,9.99,0.0
6200700,2022-12-11,2022-12-11,57.0,81.6476910404211,9.99,0.0
6200700,2022-12-12,2022-12-12,89.0,79.48254073426875,9.99,0.0
6200700,2022-12-13,2022-12-13,72.0,76.18072608003777,9.99,0.0
6200700,2022-12-14,2022-12-14,76.0,74.77343973641803,9.99,0.0
6200700,2022-12-15,2022-12-15,239.0,111.42405562372744,9.99,0.0
6200700,2022-12-16,2022-12-16,117.0,156.31612788446557,9.99,0.0
6200700,2022-12-17,2022-12-17,81.0,118.59227302257747,9.99,0.0
6200700,2022-12-18,2022-12-18,81.0,87.46951480876128,9.99,0.0
6200700,2022-12-19,2022-12-19,80.0,83.66094031834011,9.99,0.0
6200700,2022-12-20,2022-12-20,83.0,78.69613105456578,9.99,0.0
6200700,2022-12-21,2022-12-21,86.0,75.63322361530192,9.99,0.0
6200700,2022-12-22,2022-12-22,156.0,110.66204537360116,9.99,0.0
6200700,2022-12-23,2022-12-23,298.0,153.99157788936031,9.99,0.0
6200700,2022-12-24,2022-12-24,126.0,114.7883331426625,9.99,0.0
6200700,2022-12-26,2022-12-26,109.0,77.23285904982954,9.99,0.0
6200700,2022-12-27,2022-12-27,61.0,71.15952224337705,9.99,0.0
6200700,2022-12-28,2022-12-28,60.0,67.14305409282355,9.99,0.0
6200700,2022-12-29,2022-12-29,76.0,101.38373085987145,9.99,0.0
6200700,2022-12-30,2022-12-30,101.0,144.0976109333493,9.99,0.0
6200700,2022-12-31,2022-12-31,64.0,104.4548640141281,9.99,0.0
6200700,2023-01-01,2023-01-01,65.0,71.6946842282739,9.99,0.0
6200700,2023-01-02,2023-01-02,72.0,66.54664366031088,9.99,0.0
6200700,2023-01-03,2023-01-03,58.0,60.55095491604149,9.99,0.0
6200700,2023-01-04,2023-01-04,57.0,56.77049830628987,9.99,0.0
6200700,2023-01-05,2023-01-05,76.0,91.39405673882669,9.99,0.0
6200700,2023-01-06,2023-01-06,101.0,134.62400529955033,9.99,0.0
6200700,2023-01-07,2023-01-07,73.0,95.61503163207853,9.99,0.0
6200700,2023-01-08,2023-01-08,56.0,63.58946692195977,9.99,0.0
6200700,2023-01-09,2023-01-09,76.0,59.25907237346456,9.99,0.0
6200700,2023-01-10,2023-01-10,64.0,54.14573812336112,9.99,0.0
6200700,2023-01-11,2023-01-11,66.0,51.29393876391437,9.99,0.0
6200700,2023-01-12,2023-01-12,82.0,86.87437775628473,9.99,0.0
6200700,2023-01-13,2023-01-13,121.0,131.0720576999778,9.99,0.0
6200700,2023-01-14,2023-01-14,79.0,93.02534380000607,9.99,0.0
6200700,2023-01-15,2023-01-15,68.0,61.941592849965666,9.99,0.0
6200700,2023-01-16,2023-01-16,63.0,58.519186708591405,9.99,0.0
6200700,2023-01-17,2023-01-17,51.0,54.26842297269656,9.99,0.0
6200700,2023-01-18,2023-01-18,61.0,52.22410453177927,9.99,0.0
6200700,2023-01-19,2023-01-19,79.0,88.54925954232876,9.99,0.0
6200700,2023-01-20,2023-01-20,131.0,133.42322986668114,9.99,0.0
6200700,2023-01-21,2023-01-21,84.0,95.98069794637964,9.99,0.0
6200700,2023-01-22,2023-01-22,56.0,65.42722866088894,9.99,0.0
6200700,2023-01-23,2023-01-23,38.0,62.46117069664038,9.99,0.0
6200700,2023-01-24,2023-01-24,48.0,58.59437680968379,9.99,0.0
6200700,2023-01-25,2023-01-25,53.0,56.86459223132892,9.99,0.0
6200700,2023-01-26,2023-01-26,107.0,93.43895092992493,9.99,0.0
6200700,2023-01-27,2023-01-27,173.0,138.50182628039883,9.99,0.0
6200700,2023-01-28,2023-01-28,95.0,101.19361466088392,9.99,0.0
6200700,2023-01-29,2023-01-29,80.0,70.726036833293,9.99,0.0
6200700,2023-01-30,2023-01-30,60.0,67.80380359649519,9.99,0.0
6200700,2023-01-31,2023-01-31,63.0,63.945141345658456,9.99,0.0
6200700,2023-02-01,2023-02-01,58.0,62.193974448753124,9.99,0.0
6200700,2023-02-02,2023-02-02,75.0,98.72326749981663,9.99,0.0
6200700,2023-02-03,2023-02-03,102.0,143.72274843356945,9.99,0.0
6200700,2023-02-04,2023-02-04,60.0,106.3375991334964,9.99,0.0
6200700,2023-02-05,2023-02-05,36.0,75.78369924072581,9.99,0.0
6200700,2023-02-06,2023-02-06,60.0,72.76927494180244,9.99,0.0
6200700,2023-02-07,2023-02-07,57.0,68.81541725475927,9.99,0.0
6200700,2023-02-08,2023-02-08,62.0,66.96832199650267,9.99,0.0
6200700,2023-02-09,2023-02-09,110.0,103.4026918256873,9.99,0.0
6200700,2023-02-10,2023-02-10,172.0,148.30954539504845,9.99,0.0
6200700,2023-02-11,2023-02-11,127.0,110.83500855130823,9.99,0.0
6200700,2023-02-12,2023-02-12,78.0,80.19566697438637,9.99,0.0
6200700,2023-02-13,2023-02-13,122.0,77.10032551909221,9.99,0.0
6200700,2023-02-14,2023-02-14,105.0,73.07063232230257,9.99,0.0
6200700,2023-02-15,2023-02-15,86.0,71.15341371461042,9.99,0.0
6200700,2023-02-16,2023-02-16,106.0,107.52415475155837,9.99,0.0
6200700,2023-02-17,2023-02-17,168.0,152.37486560985377,9.99,0.0
6200700,2023-02-18,2023-02-18,132.0,114.84113439356452,9.99,0.0
6200700,2023-02-19,2023-02-19,130.0,84.15279601551426,9.99,0.0
6200700,2023-02-20,2023-02-20,84.0,81.02035517545755,9.99,0.0
6200700,2023-02-21,2023-02-21,86.0,76.96732731321146,9.99,0.0
6200700,2023-02-22,2023-02-22,86.0,75.04249197759145,9.99,0.0
6200700,2023-02-23,2023-02-23,118.0,111.42326669033628,9.99,0.0
6200700,2023-02-24,2023-02-24,231.0,156.30344550163488,9.99,0.0
6200700,2023-02-25,2023-02-25,147.0,118.83187846471502,9.99,0.0
6200700,2023-02-26,2023-02-26,85.0,88.22767485602854,9.99,0.0
6200700,2023-02-27,2023-02-27,87.0,85.20178086863281,9.634286,0.0
6200700,2023-02-28,2023-02-28,53.0,81.2773971970968,9.99,0.0
6200700,2023-03-01,2023-03-01,82.0,79.50209153972227,9.99,0.0
6200700,2023-03-02,2023-03-02,91.0,116.05105115566587,9.99,0.0
6200700,2023-03-03,2023-03-03,159.0,161.11472700694313,9.99,0.0
6200700,2023-03-04,2023-03-04,123.0,123.8374524551121,9.99,0.0
6200700,2023-03-05,2023-03-05,80.0,93.43262520156927,9.99,0.0
6200700,2023-03-06,2023-03-06,73.0,90.60430793641613,9.99,0.0
6200700,2023-03-07,2023-03-07,88.0,86.86771649588103,9.99,0.0
6200700,2023-03-08,2023-03-08,74.0,85.26145239274366,9.99,0.0
6200700,2023-03-09,2023-03-09,106.0,121.9317301667009,9.99,0.0
6200700,2023-03-10,2023-03-10,184.0,167.0778237313045,9.99,0.0
6200700,2023-03-11,2023-03-11,145.0,129.8333627632677,9.99,0.0
6200700,2023-03-12,2023-03-12,99.0,99.40101115215545,9.99,0.0
6200700,2023-03-13,2023-03-13,101.0,96.47440185177919,9.99,0.0
6200700,2023-03-14,2023-03-14,109.0,92.55898336789687,9.99,0.0
6200700,2023-03-15,2023-03-15,105.0,90.68462500231834,9.99,0.0
6200700,2023-03-16,2023-03-16,173.0,127.00941531013828,9.99,0.0
6200700,2023-03-17,2023-03-17,233.0,171.70789206306176,9.99,0.0
6200700,2023-03-18,2023-03-18,174.0,133.91027119227613,9.67875,0.0
6200700,2023-03-19,2023-03-19,100.0,102.81824603001387,9.99,0.0
6200700,2023-03-20,2023-03-20,99.0,99.12719354345504,9.99,0.0
6200700,2023-03-21,2023-03-21,78.0,94.34723669855202,9.99,0.0
6200700,2023-03-22,2023-03-22,105.0,91.51599986607162,9.99,0.0
6200700,2023-03-23,2023-03-23,145.0,126.80248290988828,9.99,0.0
6200700,2023-03-24,2023-03-24,216.0,170.39528515967922,9.99,0.0
6200700,2023-03-25,2023-03-25,172.0,131.44174166172533,9.99,0.0
6200700,2023-03-26,2023-03-26,106.0,99.16354019355875,9.99,0.0
6200700,2023-03-27,2023-03-27,103.0,94.27865533736716,9.99,0.0
6200700,2023-03-28,2023-03-28,67.0,88.29915140044291,9.99,0.0
6200700,2023-03-29,2023-03-29,74.0,84.3121932937422,9.99,0.0
6200700,2023-03-30,2023-03-30,134.0,118.51470336659291,9.99,0.0
6200700,2023-03-31,2023-03-31,169.0,161.12390007957458,9.99,0.0
6200700,2023-04-01,2023-04-01,94.0,121.31579545616168,9.99,0.0
6200700,2023-04-02,2023-04-02,70.0,88.34013334113754,9.99,0.0
6200700,2023-04-03,2023-04-03,76.0,82.94162050074978,9.99,0.0
6200700,2023-04-04,2023-04-04,60.0,76.67991893385228,9.99,0.0
6200700,2023-04-05,2023-04-05,68.0,72.6412590230289,9.99,0.0
6200700,2023-04-06,2023-04-06,105.0,107.0411248984767,9.99,0.0
6200700,2023-04-07,2023-04-07,176.0,150.11127135664677,9.99,0.0
6200700,2023-04-09,2023-04-09,112.0,79.07494613218468,9.492,0.0
6200700,2023-04-10,2023-04-10,54.0,74.96728716995078,9.99,0.0
6200700,2023-04-11,2023-04-11,51.0,70.26811518333446,9.99,0.0
6200700,2023-04-12,2023-04-12,61.0,68.05158316340342,9.99,0.0
6200700,2023-04-13,2023-04-13,78.0,104.51524110428255,9.99,0.0
6200700,2023-04-14,2023-04-14,135.0,149.86717415673445,9.99,0.0
6200700,2023-04-15,2023-04-15,88.0,113.26420154612691,9.99,0.0
6200700,2023-04-16,2023-04-16,41.0,83.92673402927957,9.99,0.0
6200700,2023-04-17,2023-04-17,51.0,82.53860337367314,9.99,0.0
6200700,2023-04-18,2023-04-18,57.0,80.63208115572914,9.99,0.0
6200700,2023-04-19,2023-04-19,90.0,81.23545757889647,9.99,0.0
6200700,2023-04-20,2023-04-20,128.0,120.49811319137788,9.99,0.0
6200700,2023-04-21,2023-04-21,238.0,168.57858637599037,9.99,0.0
6200700,2023-04-22,2023-04-22,123.0,134.58375965823805,9.99,0.0
6200700,2023-04-23,2023-04-23,99.0,107.68474084320879,9.99,0.0
6200700,2023-04-24,2023-04-24,94.0,108.53927813446457,9.99,0.0
6200700,2023-04-25,2023-04-25,97.0,108.61315850670783,9.99,0.0
6200700,2023-04-26,2023-04-26,113.0,110.89342395658798,9.99,0.0
6200700,2023-04-27,2023-04-27,120.0,151.49282657371646,9.99,0.0
6200700,2023-04-28,2023-04-28,209.0,200.53874652914618,9.99,0.0
6200700,2023-04-29,2023-04-29,361.0,167.11312595732068,6.8135295,1.0
6200700,2023-04-30,2023-04-30,248.0,140.36897561040996,6.99,1.0
6200700,2023-05-01,2023-05-01,215.0,140.9532769602943,6.99,1.0
6200700,2023-05-02,2023-05-02,101.0,140.3287156217208,9.99,0.0
6200700,2023-05-03,2023-05-03,88.0,141.48707080431058,9.99,0.0
6200700,2023-05-04,2023-05-04,142.0,180.55367556836848,9.99,0.0
6200700,2023-05-05,2023-05-05,210.0,227.67616977674774,9.99,0.0
6200700,2023-05-06,2023-05-06,190.0,191.9417768036423,9.99,0.0
6200700,2023-05-07,2023-05-07,116.0,162.5602855781122,9.3675,0.0
6200700,2023-05-08,2023-05-08,135.0,160.21933288331934,9.99,0.0
6200700,2023-05-09,2023-05-09,150.0,156.4276729510368,9.99,0.0
6200700,2023-05-10,2023-05-10,96.0,154.2276572628921,9.99,0.0
6200700,2023-05-11,2023-05-11,158.0,189.79868312381484,9.99,0.0
6200700,2023-05-12,2023-05-12,280.0,233.34485548560446,9.16,0.0
6200700,2023-05-13,2023-05-13,193.0,194.03344143924147,9.99,0.0
6200700,2023-05-14,2023-05-14,138.0,161.10970617201988,12.48,0.0
6200700,2023-05-15,2023-05-15,95.0,155.31798968958415,9.99,0.0
6200700,2023-05-16,2023-05-16,123.0,148.22150066796019,9.99,0.0
6200700,2023-05-17,2023-05-17,119.0,142.9136955089117,9.99,0.0
6200700,2023-05-18,2023-05-18,296.0,175.62070257899188,9.99,0.0
6200700,2023-05-19,2023-05-19,224.0,216.58805946884755,9.99,0.0
6200700,2023-05-20,2023-05-20,211.0,175.01836365128347,9.99,0.0
6200700,2023-05-21,2023-05-21,95.0,140.18544338342298,9.99,0.0
6200700,2023-05-22,2023-05-22,84.0,132.85492285104283,9.99,0.0
6200700,2023-05-23,2023-05-23,94.0,124.6036688937941,9.99,0.0
6200700,2023-05-24,2023-05-24,105.0,118.53099439357558,9.99,0.0
6200700,2023-05-25,2023-05-25,169.0,150.8382053788037,9.928889,0.0
6200700,2023-05-26,2023-05-26,232.0,191.7841372881553,9.99,0.0
6200700,2023-05-27,2023-05-27,189.0,150.55451741724195,9.99,0.0
6200700,2023-05-28,2023-05-28,228.0,116.39950880184071,9.99,0.0
6200700,2023-05-29,2023-05-29,117.0,110.05491739681295,9.99,0.0
6200700,2023-05-30,2023-05-30,86.0,103.06240909241316,9.99,0.0
6200700,2023-05-31,2023-05-31,93.0,98.48159211910917,9.99,0.0
6200700,2023-06-01,2023-06-01,104.0,132.4934057112896,9.99,0.0
6200700,2023-06-02,2023-06-02,208.0,175.28805768963474,9.99,0.0
6200700,2023-06-03,2023-06-03,138.0,136.0040807642789,9.99,0.0
6200700,2023-06-04,2023-06-04,94.0,103.84407920627,9.99,0.0
6200700,2023-06-05,2023-06-05,97.0,99.49700099274555,9.99,0.0
6200700,2023-06-06,2023-06-06,101.0,94.45938115866043,9.99,0.0
6200700,2023-06-07,2023-06-07,69.0,91.74838817899925,9.99,0.0
6200700,2023-06-08,2023-06-08,100.0,127.50609240358465,9.99,0.0
6200700,2023-06-09,2023-06-09,151.0,171.88817976039698,9.99,0.0
6200700,2023-06-10,2023-06-10,119.0,134.00366395173245,9.99,0.0
6200700,2023-06-11,2023-06-11,91.0,103.0311554597957,9.99,0.0
6200700,2023-06-12,2023-06-12,90.0,99.6415126751888,9.99,0.0
6200700,2023-06-13,2023-06-13,101.0,95.29759321900067,9.99,0.0
6200700,2023-06-14,2023-06-14,69.0,93.03254311311348,9.99,0.0
6200700,2023-06-15,2023-06-15,120.0,128.98882832886434,9.956667,0.0
6200700,2023-06-16,2023-06-16,221.0,173.32845337452653,9.99,0.0
6200700,2023-06-17,2023-06-17,167.0,135.17232095960196,9.99,0.0
6200700,2023-06-18,2023-06-18,82.0,103.71602476624538,9.99,0.0
6200700,2023-06-19,2023-06-19,87.0,99.651915612791,7.5,0.0
6200700,2023-06-20,2023-06-20,96.0,94.48989808670683,9.99,0.0
6200700,2023-06-21,2023-06-21,91.0,91.26980657311088,9.99,0.0
6200700,2023-06-22,2023-06-22,119.0,126.16480202424975,9.99,0.0
6200700,2023-06-23,2023-06-23,173.0,169.36903955475873,9.99,0.0
6200700,2023-06-24,2023-06-24,144.0,130.03619071145425,9.99,0.0
6200700,2023-06-25,2023-06-25,96.0,97.39441226535428,9.99,0.0
6200700,2023-06-26,2023-06-26,71.0,92.16762232305715,9.99,0.0
6200700,2023-06-27,2023-06-27,74.0,85.8955599342869,9.99,0.0
6200700,2023-06-28,2023-06-28,92.0,81.64549431208587,9.99,0.0
6200700,2023-06-29,2023-06-29,100.0,115.61503988875383,9.99,0.0
6200700,2023-06-30,2023-06-30,190.0,158.0193395035347,9.99,0.0
6200700,2023-07-01,2023-07-01,124.0,118.02920885937293,9.990001,0.0
6200700,2023-07-02,2023-07-02,74.0,84.86417810547226,9.99,0.0
6200700,2023-07-03,2023-07-03,100.0,79.27860515109953,9.99,0.0
6200700,2023-07-04,2023-07-04,145.0,72.81671500415584,9.99,0.0
6200700,2023-07-05,2023-07-05,65.0,68.54604957129132,9.99,0.0
6200700,2023-07-06,2023-07-06,104.0,102.6604670322812,9.99,0.0
6200700,2023-07-07,2023-07-07,116.0,145.36760627579943,9.99,0.0
6200700,2023-07-08,2023-07-08,89.0,105.8273981873861,9.99,0.0
6200700,2023-07-09,2023-07-09,56.0,73.26720846936055,10.990001,0.0
6200700,2023-07-10,2023-07-10,65.0,68.403460866245,9.99,0.0
6200700,2023-07-11,2023-07-11,61.0,62.76220073302322,9.99,0.0
6200700,2023-07-12,2023-07-12,37.0,59.39144510011098,9.99,0.0
6200700,2023-07-13,2023-07-13,75.0,94.46475241619403,9.99,0.0
6200700,2023-07-14,2023-07-14,160.0,138.16924889158668,9.99,0.0
6200700,2023-07-15,2023-07-15,108.0,99.64467764271603,9.99,0.0
6200700,2023-07-16,2023-07-16,72.0,68.09904098816091,9.99,0.0
6200700,2023-07-17,2023-07-17,72.0,64.23067205394364,9.99,0.0
6200700,2023-07-18,2023-07-18,64.0,59.549184879651705,9.99,0.0
6200700,2023-07-19,2023-07-19,52.0,57.08814064515951,9.99,0.0
6200700,2023-07-20,2023-07-20,91.0,93.00885707853693,9.99,0.0
6200700,2023-07-21,2023-07-21,141.0,137.46813908872792,9.99,0.0
6200700,2023-07-22,2023-07-22,107.0,99.61877220972038,9.99,0.0
6200700,2023-07-23,2023-07-23,70.0,68.66379787060868,9.99,0.0
6200700,2023-07-24,2023-07-24,60.0,65.29896338565564,9.99,0.0
6200700,2023-07-25,2023-07-25,74.0,61.033525575672286,9.99,0.0
6200700,2023-07-26,2023-07-26,55.0,58.90270903564509,9.99,0.0
6200700,2023-07-27,2023-07-27,92.0,95.07125589994071,9.99,0.0
6200700,2023-07-28,2023-07-28,114.0,139.72131154973343,9.99,0.0
6200700,2023-07-29,2023-07-29,96.0,101.99122350139795,9.99,0.0
6200700,2023-07-30,2023-07-30,59.0,71.09083792575268,9.99,0.0
6200700,2023-07-31,2023-07-31,59.0,67.72314660325124,9.99,0.0
6200700,2023-08-01,2023-08-01,52.0,63.40475209992031,9.99,0.0
6200700,2023-08-02,2023-08-02,72.0,61.17800868027141,9.99,0.0
6200700,2023-08-03,2023-08-03,89.0,97.21428655489103,9.99,0.0
6200700,2023-08-04,2023-08-04,123.0,141.70161328572465,9.99,0.0
6200700,2023-08-05,2023-08-05,153.0,103.7832773182061,8.49,1.0
6200700,2023-08-06,2023-08-06,91.0,72.67298395073577,8.49,1.0
6200700,2023-08-07,2023-08-07,83.0,69.07642037380708,8.49,1.0
6200700,2023-08-08,2023-08-08,93.0,64.51169926461628,9.99,0.0
6200700,2023-08-09,2023-08-09,58.0,62.00174105925229,9.99,0.0
6200700,2023-08-10,2023-08-10,96.0,97.73702463236269,9.99,0.0
6200700,2023-08-11,2023-08-11,169.0,141.90398624615324,9.99,0.0
